-0.7159848	-0.4341931	-0.5158656	-0.3929167	-0.19921024	-0.29008096	0.039370745	-0.23401713	-0.19225138	0.3705711	-1.3049717	3.033457	-0.33216223	-0.20727955	-1.1854688	-0.7717977
0.54063183	-0.10195957	-0.4218959	-0.018411499	0.2917536	-0.17745206	-0.8179525	1.2045738	-0.07970119	-0.037452694	-0.45569822	1.0226595	-1.0166777	0.40615326	-0.6833898	-1.0739789
0.63986784	0.14600426	-0.2946005	-0.5060962	-0.49268147	-0.45432687	0.17004839	0.9396827	0.32401302	0.15845619	-0.71269625	0.60961115	0.54087543	0.36021823	-0.80511606	-0.18591526
-0.34835726	-0.010666586	-0.017883657	0.04189108	0.21282732	-0.03855633	-0.12277478	-0.31850275	-0.15594257	-0.26534382	-0.26849997	0.4231918	0.12276599	-0.050475072	-0.40707502	-0.09589201
-0.6994779	0.43493855	-0.5087632	-0.64742583	0.006760045	-0.56686634	0.17141064	-0.28288203	0.62343705	0.043635186	0.3385421	-0.09349243	0.823427	0.35893956	-0.23191337	-0.06811513
0.8820819	-0.26255888	0.20012394	-0.4921517	-2.429496	-0.1481398	1.596924	0.8137507	0.24879919	0.7870135	-1.0188397	0.6165177	1.3419074	-0.58522063	-0.24427643	1.5339503
0.14385734	-0.008020533	-0.24495971	-0.20289792	-0.13842711	-0.23323715	-0.0014035468	0.41045976	0.20966086	0.31695798	-0.17125322	0.42009038	-0.2681047	0.20618716	0.010612203	-0.33388978
-0.8793592	-0.3175488	0.20938067	-0.2370049	-0.63075346	0.14130239	0.9204412	-0.93739605	0.059613906	0.5505709	-0.0570032	0.49527955	0.7522921	-0.689208	0.50351316	0.6437668
-0.085200876	-0.39284903	0.3377437	0.13246298	-0.3884339	0.28208137	0.4226377	-0.24734607	-0.1844212	0.29320726	-0.27626723	0.5465711	0.079843156	-0.45454735	0.15039779	0.4143046
0.7544671	-1.1797974	0.87000257	0.9787561	-0.64800346	0.9838216	-0.0031010585	0.4139691	-0.8814133	0.1119182	-0.8791769	1.234495	-1.1637082	-0.95737094	0.06951312	0.24634245
0.23334914	-0.28031054	0.01687019	0.07372379	-0.33164406	0.12342261	0.18327558	0.31289142	-0.11885373	0.35587677	-0.36826333	0.52668417	-0.36352947	-0.13433187	0.047728796	-0.065801434
-0.27199093	-0.16724138	-0.15977596	-0.14218126	-0.2258762	-0.049718842	0.19457704	-0.026728645	0.19574322	0.49246556	0.16328591	0.33306274	-0.37730688	-0.13783564	0.51954675	-0.124227084
-1.8578199	0.21321933	-0.009139458	-0.15579027	0.39608872	-0.07448857	0.42503524	-1.7379544	-0.02356323	-0.4383958	0.7414033	-0.33301196	1.3369663	-0.25701687	-0.025555834	0.5418408
-0.05561198	0.045067325	-0.12747201	0.09504728	0.337245	-0.05123899	-0.45495224	0.19100717	-0.24833997	-0.27764317	-0.15545528	0.28753367	-0.4107366	0.21219157	-0.4521585	-0.36404434
-0.15584573	0.54101527	-0.6868822	-0.14896256	0.9333872	-0.51300365	-1.1308432	0.5138017	0.16621345	-0.58141345	0.33459648	0.077363774	-0.65364724	0.8039899	-0.82495576	-1.1646154
-0.68645036	0.3275757	-0.5231017	-0.3843973	0.36654654	-0.43863466	-0.15749028	-0.2741672	0.3226416	0.016298473	0.4098495	0.031093849	-0.089591496	0.36127952	-0.017480146	-0.42308494
0.6464336	0.2772781	-0.08199103	-0.445299	-1.1765062	-0.34974548	0.7572923	0.7087694	0.115107775	-0.044384487	-0.6490997	0.02472154	1.4213014	0.12590265	-1.1377525	1.3379672
-0.23533922	-0.096361004	0.24480532	0.56630516	0.72659975	0.2887436	-0.62684786	-0.51173925	-0.5910003	-0.9140856	-0.17143333	0.18689437	-0.18662472	-0.14507842	-0.7667668	-0.03732866
-0.20950782	0.19654065	-0.27961874	-0.15374646	0.27048835	-0.27042437	-0.22057845	0.055096805	0.046884015	-0.111884385	0.06732762	0.0664869	-0.17110041	0.3397988	-0.28778857	-0.31694812
-0.43283907	0.10814886	-0.24214184	-0.27244487	-0.15930729	-0.18209773	0.17066178	-0.23453228	0.20959277	0.19549939	0.05173801	0.16862796	0.16131335	0.003514291	0.08652165	-0.08583322
-0.32680523	0.20377958	-0.111658104	-0.08311509	0.43323871	-0.15149103	-0.2217277	-0.26462886	-0.026978903	-0.3849924	0.06156549	0.027078504	0.23537563	0.22113647	-0.45876923	-0.21084544
0.080667615	0.28918695	-0.3921121	-0.82034355	-1.7373173	-0.5334049	1.3305703	0.3314746	0.67717797	1.245466	-0.12467901	0.16893709	0.7210037	0.088673286	0.7067652	0.35399905
0.62451357	-0.5084793	0.23354839	0.36285344	-0.3132415	0.3289379	-0.2302927	0.6715328	-0.3375691	0.14273162	-0.6315993	0.77669835	-0.57174724	-0.23844017	-0.17902954	-0.11083291
0.22701283	-0.4676737	-0.15264633	0.04739869	-0.45662507	0.060320828	0.106017984	0.6242862	0.17230631	0.90551895	0.38260987	0.92188966	-1.0845982	-0.33496907	0.89083564	-0.39792052
-0.0036291082	-0.011569478	-0.24286994	-0.25677443	-0.18921404	-0.15334988	0.06987107	0.27426043	0.26079285	0.2663871	-0.021007199	0.20326886	-0.07245197	0.15047242	0.07875699	-0.23333442
-0.4280615	0.35747635	-0.37323853	-0.16958256	0.56157404	-0.26313126	-0.5142971	-0.06479712	0.17667812	-0.35623437	0.34861806	-0.09033508	-0.13078362	0.39905727	-0.37065983	-0.45266098
-0.2585764	-0.051339712	0.10070609	-0.16612785	-0.20283434	-0.020574857	0.31603053	-0.27945903	0.04754116	0.023338953	-0.19463915	0.31335178	0.41002804	-0.19457968	-0.13240896	0.29093835
-0.35756388	0.17584541	-0.2576312	-0.39651996	-0.06256662	-0.27268174	0.1869509	-0.1686843	0.27588505	0.046136327	0.04865552	0.05113788	0.46843413	0.15774447	-0.19848256	-0.026372232
1.7425526	-1.5665785	-0.95193917	-0.713665	-2.1172652	-0.055494223	0.42642868	2.2085176	1.4934787	2.50866	0.24538651	1.886255	-2.788524	-0.34911335	2.6556628	-1.7501602
-0.0033940242	0.2505722	-0.3388051	-0.2183021	0.27102384	-0.32596263	-0.40068176	0.36077997	0.2550673	-0.04999154	0.08625164	0.16198665	-0.19689555	0.46600837	-0.29565406	-0.5474171
